"name","longitude","latitude","prov","date","key"
"Crotalus adamanteus Palisot De Beauvois, 1799",-81.595625,30.49034,"gbif",2024-01-01,"4507709109"
"Crotalus adamanteus Palisot De Beauvois, 1799",-81.925657,26.482467,"gbif",2024-01-02,"4507836550"
"Crotalus adamanteus Palisot De Beauvois, 1799",-80.77838,25.436031,"gbif",2024-01-03,"4510336239"
"Crotalus adamanteus Palisot De Beauvois, 1799",-80.454212,27.864604,"gbif",2024-01-05,"4510386428"
"Crotalus adamanteus Palisot De Beauvois, 1799",-81.670184,26.41371,"gbif",2024-01-09,"4512203461"
"Crotalus adamanteus Palisot De Beauvois, 1799",-81.471428,26.180946,"gbif",2024-01-12,"4512260066"
"Crotalus adamanteus Palisot De Beauvois, 1799",-80.741121,25.344327,"gbif",2024-01-13,"4512300892"
"Crotalus adamanteus Palisot De Beauvois, 1799",-80.823385,25.778142,"gbif",2024-01-22,"4516698314"
"Crotalus adamanteus Palisot De Beauvois, 1799",-81.479198,26.23851,"gbif",2024-01-22,"4516908345"
"Crotalus adamanteus Palisot De Beauvois, 1799",-81.619299,26.468486,"gbif",2024-01-23,"4516286352"
"Crotalus adamanteus Palisot De Beauvois, 1799",-82.460871,27.14452,"gbif",2024-01-23,"4516708812"
"Crotalus adamanteus Palisot De Beauvois, 1799",-80.809913,25.107624,"gbif",2024-01-25,"4516770530"
"Crotalus adamanteus Palisot De Beauvois, 1799",-84.021619,30.16659,"gbif",2024-01-26,"4516847688"
"Crotalus adamanteus Palisot De Beauvois, 1799",-84.092623,30.135509,"gbif",2024-01-26,"4516848042"
"Crotalus adamanteus Palisot De Beauvois, 1799",-81.174415,29.125723,"gbif",2024-01-27,"4516950132"
"Crotalus adamanteus Palisot De Beauvois, 1799",-81.440458,27.887444,"gbif",2024-01-27,"4516432979"
"Crotalus adamanteus Palisot De Beauvois, 1799",-80.88793,25.144534,"gbif",2024-01-28,"4516896210"
"Crotalus adamanteus Palisot De Beauvois, 1799",-81.558147,28.051469,"gbif",2024-01-30,"4516604196"
"Crotalus adamanteus Palisot De Beauvois, 1799",-81.30143,31.260567,"gbif",2024-01-25,"4522637535"
"Crotalus adamanteus Palisot De Beauvois, 1799",-80.968587,25.290166,"gbif",2024-01-12,"4522673972"
"Crotalus adamanteus Palisot De Beauvois, 1799",-81.662178,26.278897,"gbif",2024-02-01,"4519115108"
"Crotalus adamanteus Palisot De Beauvois, 1799",-81.632485,26.489906,"gbif",2024-02-02,"4519151632"
"Crotalus adamanteus Palisot De Beauvois, 1799",-84.63633,30.774375,"gbif",2024-02-03,"4519203910"
"Crotalus adamanteus Palisot De Beauvois, 1799",-82.473505,27.167607,"gbif",2024-02-03,"4519224611"
"Crotalus adamanteus Palisot De Beauvois, 1799",-82.831745,28.045059,"gbif",2024-02-03,"4519230986"
"Crotalus adamanteus Palisot De Beauvois, 1799",-81.301383,31.246847,"gbif",2024-02-06,"4522659318"
"Crotalus adamanteus Palisot De Beauvois, 1799",-80.917796,25.344075,"gbif",2024-02-08,"4522640260"
"Crotalus adamanteus Palisot De Beauvois, 1799",-80.816443,25.794631,"gbif",2024-02-09,"4522677123"
"Crotalus adamanteus Palisot De Beauvois, 1799",-81.126918,28.581076,"gbif",2024-02-12,"4528229250"
"Crotalus adamanteus Palisot De Beauvois, 1799",-81.054789,27.521319,"gbif",2024-02-10,"4522760845"
"Crotalus adamanteus Palisot De Beauvois, 1799",-81.175467,27.863824,"gbif",2024-02-20,"4525351347"
"Crotalus adamanteus Palisot De Beauvois, 1799",-81.023908,29.482874,"gbif",2024-02-20,"4528006428"
"Crotalus adamanteus Palisot De Beauvois, 1799",-81.024371,29.230476,"gbif",2024-02-20,"4528038627"
"Crotalus adamanteus Palisot De Beauvois, 1799",-81.056092,28.716228,"gbif",2024-02-27,"4528382414"
"Crotalus adamanteus Palisot De Beauvois, 1799",-80.077111,27.14271,"gbif",2024-02-29,"4535670805"
"Crotalus adamanteus Palisot De Beauvois, 1799",-81.006135,27.918474,"gbif",2024-02-29,"4535921022"
"Crotalus adamanteus Palisot De Beauvois, 1799",-80.521988,25.220387,"gbif",2024-02-29,"4535754602"
"Crotalus adamanteus Palisot De Beauvois, 1799",-80.99086,28.013812,"gbif",2024-02-26,"4597413553"
"Crotalus adamanteus Palisot De Beauvois, 1799",-84.872344,30.796887,"gbif",2024-02-13,"4607609866"
"Crotalus adamanteus Palisot De Beauvois, 1799",-81.444251,24.68411,"gbif",2024-02-15,"4528950302"
"Crotalus adamanteus Palisot De Beauvois, 1799",-81.342306,26.468278,"gbif",2024-03-02,"4535749433"
"Crotalus adamanteus Palisot De Beauvois, 1799",-81.370968,25.811443,"gbif",2024-03-01,"4536017553"
"Crotalus adamanteus Palisot De Beauvois, 1799",-82.235867,26.857698,"gbif",2024-03-02,"4535751423"
"Crotalus adamanteus Palisot De Beauvois, 1799",-82.779293,27.963598,"gbif",2024-03-03,"4536018986"
"Crotalus adamanteus Palisot De Beauvois, 1799",-81.124484,28.696205,"gbif",2024-03-04,"4535743197"
"Crotalus adamanteus Palisot De Beauvois, 1799",-84.459834,30.507867,"gbif",2024-03-03,"4596807988"
"Crotalus adamanteus Palisot De Beauvois, 1799",-84.566705,30.558467,"gbif",2024-03-02,"4596828965"
"Crotalus adamanteus Palisot De Beauvois, 1799",-82.746089,27.69808,"gbif",2024-03-06,"4597289047"
"Crotalus adamanteus Palisot De Beauvois, 1799",-82.662279,27.661516,"gbif",2024-03-06,"4596816070"
"Crotalus adamanteus Palisot De Beauvois, 1799",-82.3324,28.105248,"gbif",2024-03-06,"4596865257"
"Crotalus adamanteus Palisot De Beauvois, 1799",-85.582832,30.409134,"gbif",2024-03-04,"4596921576"
"Crotalus adamanteus Palisot De Beauvois, 1799",-80.864561,25.22155,"gbif",2024-03-07,"4596928497"
"Crotalus adamanteus Palisot De Beauvois, 1799",-81.554067,30.286078,"gbif",2024-03-07,"4596890649"
"Crotalus adamanteus Palisot De Beauvois, 1799",-82.565605,28.668951,"gbif",2024-03-08,"4596870691"
"Crotalus adamanteus Palisot De Beauvois, 1799",-80.515144,32.398662,"gbif",2024-03-09,"4596877158"
"Crotalus adamanteus Palisot De Beauvois, 1799",-81.128167,29.309969,"gbif",2024-03-10,"4596965513"
"Crotalus adamanteus Palisot De Beauvois, 1799",-81.264595,27.773457,"gbif",2024-03-04,"4597433732"
"Crotalus adamanteus Palisot De Beauvois, 1799",-82.609668,29.902678,"gbif",2024-03-17,"4597058064"
"Crotalus adamanteus Palisot De Beauvois, 1799",-82.483255,29.415266,"gbif",2024-03-17,"4597141448"
"Crotalus adamanteus Palisot De Beauvois, 1799",-81.271206,26.483314,"gbif",2024-03-02,"4597584549"
"Crotalus adamanteus Palisot De Beauvois, 1799",-81.030176,25.698612,"gbif",2024-03-19,"4597151794"
"Crotalus adamanteus Palisot De Beauvois, 1799",-82.596562,28.303653,"gbif",2024-03-22,"4600164814"
"Crotalus adamanteus Palisot De Beauvois, 1799",-82.624422,27.681074,"gbif",2024-03-23,"4599812033"
"Crotalus adamanteus Palisot De Beauvois, 1799",-80.497195,25.590363,"gbif",2024-03-24,"4599879364"
"Crotalus adamanteus Palisot De Beauvois, 1799",-86.605444,30.612663,"gbif",2024-03-16,"4599881456"
"Crotalus adamanteus Palisot De Beauvois, 1799",-82.224587,29.093831,"gbif",2024-03-26,"4607315322"
"Crotalus adamanteus Palisot De Beauvois, 1799",-81.28073,31.398458,"gbif",2024-03-26,"4606576475"
"Crotalus adamanteus Palisot De Beauvois, 1799",-82.605511,28.219626,"gbif",2024-03-27,"4606628299"
"Crotalus adamanteus Palisot De Beauvois, 1799",-81.299452,27.173975,"gbif",2024-03-26,"4606727619"
"Crotalus adamanteus Palisot De Beauvois, 1799",-81.048739,27.41218,"gbif",2024-03-27,"4606624175"
"Crotalus adamanteus Palisot De Beauvois, 1799",-81.177004,27.566212,"gbif",2024-03-26,"4606587206"
"Crotalus adamanteus Palisot De Beauvois, 1799",-82.173395,29.661777,"gbif",2024-03-28,"4607245083"
"Crotalus adamanteus Palisot De Beauvois, 1799",-80.871382,25.087884,"gbif",2024-03-28,"4606983025"
"Crotalus adamanteus Palisot De Beauvois, 1799",-84.61152,30.008576,"gbif",2024-03-31,"4606898002"
"Crotalus adamanteus Palisot De Beauvois, 1799",-81.029695,27.549569,"gbif",2024-03-25,"4607288094"
"Crotalus adamanteus Palisot De Beauvois, 1799",-81.542941,28.672086,"gbif",2024-03-24,"4875300839"
"Crotalus adamanteus Palisot De Beauvois, 1799",-82.4283,29.5603,"gbif",2024-03-19,"4850022304"
"Crotalus adamanteus Palisot De Beauvois, 1799",-83.780843,30.016241,"gbif",2024-04-03,"4607492654"
"Crotalus adamanteus Palisot De Beauvois, 1799",-81.262891,31.407974,"gbif",2024-04-03,"4607053981"
"Crotalus adamanteus Palisot De Beauvois, 1799",-80.535242,32.703341,"gbif",2024-04-06,"4607081616"
"Crotalus adamanteus Palisot De Beauvois, 1799",-81.650695,29.981167,"gbif",2024-04-07,"4607658220"
"Crotalus adamanteus Palisot De Beauvois, 1799",-86.667621,30.76084,"gbif",2024-04-07,"4607184697"
"Crotalus adamanteus Palisot De Beauvois, 1799",-82.7188,27.952333,"gbif",2024-04-08,"4606814083"
"Crotalus adamanteus Palisot De Beauvois, 1799",-85.42343,30.534204,"gbif",2024-04-01,"4607355035"
"Crotalus adamanteus Palisot De Beauvois, 1799",-82.2573,27.787861,"gbif",2024-04-09,"4846812490"
"Crotalus adamanteus Palisot De Beauvois, 1799",-83.551618,29.928703,"gbif",2024-04-13,"4846950423"
"Crotalus adamanteus Palisot De Beauvois, 1799",-80.231973,27.301636,"gbif",2024-04-13,"4847100622"
"Crotalus adamanteus Palisot De Beauvois, 1799",-82.114277,26.850319,"gbif",2024-04-17,"4852759121"
"Crotalus adamanteus Palisot De Beauvois, 1799",-81.400018,26.134204,"gbif",2024-04-19,"4852804554"
"Crotalus adamanteus Palisot De Beauvois, 1799",-82.468205,28.831409,"gbif",2024-04-19,"4852442139"
"Crotalus adamanteus Palisot De Beauvois, 1799",-85.00658,30.084107,"gbif",2024-04-19,"4852252539"
"Crotalus adamanteus Palisot De Beauvois, 1799",-82.331835,28.753233,"gbif",2024-04-19,"4852311087"
"Crotalus adamanteus Palisot De Beauvois, 1799",-80.505222,25.451985,"gbif",2024-04-20,"4852955506"
"Crotalus adamanteus Palisot De Beauvois, 1799",-84.222528,30.694628,"gbif",2024-04-20,"4852773118"
"Crotalus adamanteus Palisot De Beauvois, 1799",-80.423836,25.411163,"gbif",2024-04-20,"4852868272"
"Crotalus adamanteus Palisot De Beauvois, 1799",-80.523945,25.256066,"gbif",2024-04-20,"4852019303"
"Crotalus adamanteus Palisot De Beauvois, 1799",-85.45971,30.413712,"gbif",2024-04-20,"4852191527"
"Crotalus adamanteus Palisot De Beauvois, 1799",-82.515944,28.344789,"gbif",2024-04-23,"4852922203"
"Crotalus adamanteus Palisot De Beauvois, 1799",-81.801386,29.708695,"gbif",2024-04-22,"4852438693"
"Crotalus adamanteus Palisot De Beauvois, 1799",-81.948204,29.623845,"gbif",2024-04-22,"4852956893"
"Crotalus adamanteus Palisot De Beauvois, 1799",-80.594165,25.59678,"gbif",2024-04-20,"4852113993"
"Crotalus adamanteus Palisot De Beauvois, 1799",-81.467712,30.767828,"gbif",2024-04-25,"4852063618"
"Crotalus adamanteus Palisot De Beauvois, 1799",-85.601339,31.30276,"gbif",2024-04-26,"4854834980"
"Crotalus adamanteus Palisot De Beauvois, 1799",-84.928141,30.57832,"gbif",2024-04-26,"4852222311"
"Crotalus adamanteus Palisot De Beauvois, 1799",-87.187618,30.779675,"gbif",2024-04-27,"4853129541"
"Crotalus adamanteus Palisot De Beauvois, 1799",-86.689206,30.637002,"gbif",2024-04-27,"4851814747"
"Crotalus adamanteus Palisot De Beauvois, 1799",-83.842749,30.023983,"gbif",2024-04-27,"4852131533"
"Crotalus adamanteus Palisot De Beauvois, 1799",-82.704596,27.947935,"gbif",2024-04-27,"4851899812"
"Crotalus adamanteus Palisot De Beauvois, 1799",-82.207828,28.422186,"gbif",2024-04-28,"4853131989"
"Crotalus adamanteus Palisot De Beauvois, 1799",-83.912046,30.065177,"gbif",2024-04-28,"4852646642"
"Crotalus adamanteus Palisot De Beauvois, 1799",-83.977242,30.19292,"gbif",2024-04-28,"4852550466"
"Crotalus adamanteus Palisot De Beauvois, 1799",-85.016257,30.325848,"gbif",2024-04-27,"4852548264"
"Crotalus adamanteus Palisot De Beauvois, 1799",-80.582313,32.280803,"gbif",2024-04-25,"4855342701"
"Crotalus adamanteus Palisot De Beauvois, 1799",-81.292118,31.277485,"gbif",2024-04-22,"4855549070"
"Crotalus adamanteus Palisot De Beauvois, 1799",-81.131921,28.754609,"gbif",2024-04-28,"4855390740"
"Crotalus adamanteus Palisot De Beauvois, 1799",-80.563654,32.331784,"gbif",2024-04-25,"4855172485"
"Crotalus adamanteus Palisot De Beauvois, 1799",-81.291796,31.250217,"gbif",2024-04-23,"4855457756"
"Crotalus adamanteus Palisot De Beauvois, 1799",-82.472607,28.234057,"gbif",2024-04-02,"4863487339"
"Crotalus adamanteus Palisot De Beauvois, 1799",-81.289178,31.250802,"gbif",2024-04-24,"4867829567"
"Crotalus adamanteus Palisot De Beauvois, 1799",-81.275239,31.253283,"gbif",2024-04-24,"4867576118"
"Crotalus adamanteus Palisot De Beauvois, 1799",-81.292624,31.249775,"gbif",2024-04-24,"4867610965"
"Crotalus adamanteus Palisot De Beauvois, 1799",-81.302897,26.418909,"gbif",2024-05-01,"4854986176"
"Crotalus adamanteus Palisot De Beauvois, 1799",-81.541047,30.041675,"gbif",2024-05-01,"4855127923"
"Crotalus adamanteus Palisot De Beauvois, 1799",-82.624106,27.976036,"gbif",2024-05-02,"4854864882"
"Crotalus adamanteus Palisot De Beauvois, 1799",-82.79424,27.999213,"gbif",2024-05-01,"4855409645"
"Crotalus adamanteus Palisot De Beauvois, 1799",-82.614703,29.109763,"gbif",2024-05-03,"4855040823"
"Crotalus adamanteus Palisot De Beauvois, 1799",-81.370391,26.224443,"gbif",2024-05-03,"4855511501"
"Crotalus adamanteus Palisot De Beauvois, 1799",-86.6685,30.861046,"gbif",2024-05-04,"4854919733"
"Crotalus adamanteus Palisot De Beauvois, 1799",-84.246491,30.000993,"gbif",2024-05-05,"4855091925"
"Crotalus adamanteus Palisot De Beauvois, 1799",-82.034649,29.651159,"gbif",2024-05-05,"4855069418"
"Crotalus adamanteus Palisot De Beauvois, 1799",-82.044191,29.701064,"gbif",2024-05-05,"4855513725"
"Crotalus adamanteus Palisot De Beauvois, 1799",-82.189912,29.780269,"gbif",2024-05-05,"4855202030"
"Crotalus adamanteus Palisot De Beauvois, 1799",-80.98664,25.611256,"gbif",2024-05-06,"4855393501"
"Crotalus adamanteus Palisot De Beauvois, 1799",-83.823302,30.116155,"gbif",2024-05-05,"4854910094"
"Crotalus adamanteus Palisot De Beauvois, 1799",-84.463482,30.041936,"gbif",2024-05-06,"4854826050"
"Crotalus adamanteus Palisot De Beauvois, 1799",-84.366233,30.168954,"gbif",2024-05-08,"4911023264"
"Crotalus adamanteus Palisot De Beauvois, 1799",-82.199312,29.7513,"gbif",2024-05-10,"4863773965"
"Crotalus adamanteus Palisot De Beauvois, 1799",-82.062716,29.712319,"gbif",2024-05-10,"4863719142"
"Crotalus adamanteus Palisot De Beauvois, 1799",-82.187605,29.782856,"gbif",2024-05-10,"4863714526"
"Crotalus adamanteus Palisot De Beauvois, 1799",-82.127899,29.796802,"gbif",2024-05-10,"4863470986"
"Crotalus adamanteus Palisot De Beauvois, 1799",-84.678255,30.052249,"gbif",2024-05-07,"4863679201"
"Crotalus adamanteus Palisot De Beauvois, 1799",-82.048917,29.642691,"gbif",2024-05-10,"4863939931"
"Crotalus adamanteus Palisot De Beauvois, 1799",-81.991739,29.691064,"gbif",2024-05-15,"4868077858"
